row_id,request_count,peak_1s_requests,interarrival_cv,unique_path_ratio,dominant_route_ratio,unmatched_route_ratio,post_ratio,login_ratio,login_failure_ratio,backend_404_ratio,backend_5xx_ratio,mean_request_body_bytes,p95_upstream_duration_ms,endpoint_method_deviation
379,13.0,1.0,0.29701273697000724,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
380,12.0,1.0,0.32923645199681784,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
381,13.0,1.0,0.336012350206259,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
382,12.0,1.0,0.20234200188420198,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
383,4.0,1.0,0.007966439248610884,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
384,4.0,1.0,0.0022572918987587612,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
385,6.0,1.0,0.01287455235819364,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
386,4.0,1.0,0.006979677381111003,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
387,4.0,1.0,0.0032627282922450727,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
388,4.0,1.0,0.008919466328341785,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
389,12.0,1.0,0.024667938949954744,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4
390,6.0,1.0,0.010292166571957681,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
391,15.0,4.0,1.6747951418235199,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666
392,6.0,2.0,0.8167925261065937,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
393,9.0,3.0,0.9774187377714534,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
394,11.0,3.0,1.511262266382998,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222
395,5.0,1.0,0.2671040892820631,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
396,13.0,4.0,1.6942762374556481,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4444444444444444
397,14.0,3.0,1.221214324396869,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5555555555555556
398,4.0,1.0,0.33523197502965435,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
399,8.0,1.0,0.2522250901006975,0.75,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.0,3.0,0.0
400,11.0,1.0,0.2311335559135554,0.7272727272727273,0.6363636363636364,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,2.0,0.0
401,11.0,1.0,0.5280460008880545,0.6363636363636364,0.7272727272727273,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,2.0,0.0
402,11.0,1.0,0.378525533440983,0.8181818181818182,0.7272727272727273,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,2.0,0.0
403,12.0,1.0,0.25287128118113095,0.8333333333333334,0.75,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,15.0,0.0
404,11.0,1.0,0.4197330673711424,0.8181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,2.0,0.0
405,9.0,1.0,0.3708298159537063,0.7777777777777778,0.6666666666666666,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,3.0,0.0
406,10.0,1.0,0.29647637688861467,0.8,0.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.0,0.0
407,7.0,1.0,0.16278661850785642,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,3.0,0.0
408,7.0,1.0,0.030067758541571073,0.14285714285714285,1.0,0.0,1.0,1.0,1.0,0.0,0.0,53.714285714285715,3.0,0.4
409,5.0,1.0,0.014650802971178661,1.0,0.4,0.4,0.0,0.0,0.0,0.4,0.0,0.0,6.0,0.0
410,10.0,1.0,0.351877553140271,0.8,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,3.0,0.0
411,8.0,1.0,0.26768418454881315,1.0,1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,2.0,0.0
412,122.0,4.0,0.3587507086815231,0.00819672131147541,1.0,0.0,1.0,1.0,1.0,0.0,0.0,53.71311475409836,3.0,23.4
413,1181.0,24.0,0.34404856823599833,0.000846740050804403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,130.22222222222223
414,93.0,3.0,0.32603070262573697,0.0967741935483871,0.4731182795698925,0.4731182795698925,0.0,0.0,0.0,0.4731182795698925,0.0,0.0,6.0,0.0
