row_id,request_count,peak_1s_requests,interarrival_cv,unique_path_ratio,dominant_route_ratio,post_ratio,login_ratio,login_failure_ratio,backend_404_ratio,backend_5xx_ratio,mean_request_body_bytes,p95_upstream_duration_ms
1,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2,3.0,2.0,0.9793807787622443,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,6.0
3,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0
4,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0
5,3.0,2.0,0.9810060944976896,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,16.0
6,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0
7,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0
8,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0
9,3.0,2.0,0.9774973250516484,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,9.0
10,2.0,2.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,26.0,2.0
11,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,6.0
13,3.0,2.0,0.9718479642659471,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,8.0
14,13.0,3.0,0.41368938368130426,0.15384615384615385,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,0.0,0.0,48.45454545454545,3.0
15,114.0,22.0,0.36479421803866396,0.017543859649122806,0.9912280701754386,0.0,0.0,0.0,0.0,0.0,0.0,3.0
16,10.0,3.0,0.4818984318939303,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.0,2.0
17,5.0,2.0,0.5805463436872662,0.4,0.8,0.0,0.0,0.0,0.0,0.2,0.0,3.0
18,10.0,2.0,0.47132213329185124,0.8,0.9,0.0,0.0,0.0,0.9,0.0,0.0,2.0
19,3.0,2.0,0.9786677461911828,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,6.0
20,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,7.0
21,3.0,2.0,0.9772685294054172,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,7.0
22,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0
23,3.0,2.0,0.9802489541788737,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,7.0
24,2.0,1.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,1.0
25,2.0,1.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,3.0
26,2.0,1.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,1.0
27,2.0,1.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,2.0
28,2.0,1.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,2.0
29,2.0,2.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,2.0
30,2.0,1.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,3.0
31,2.0,1.0,,1.0,0.5,0.5,0.5,1.0,0.0,0.0,28.0,2.0
32,3.0,2.0,0.9847954130778456,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,6.0
33,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,7.0
34,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,6.0
35,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,6.0
36,3.0,2.0,0.9786856036506628,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,5.0
37,3.0,2.0,0.9862770766231899,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,7.0
38,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0
39,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,8.0
40,3.0,2.0,0.9823859589873531,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0
41,3.0,2.0,0.9739941607408336,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0
42,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0
43,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0
44,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0
45,3.0,2.0,0.9870014273866746,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0
46,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0
47,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0
48,3.0,2.0,0.9849143151358978,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
49,3.0,2.0,0.9860557477078659,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
50,2.0,2.0,,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
51,3.0,2.0,0.9854178767194678,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
52,3.0,2.0,0.9863399441205788,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
53,3.0,2.0,0.9851600821058355,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
54,3.0,2.0,0.9852484883573959,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
55,2.0,2.0,,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
56,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0
57,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0
58,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0
59,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0
60,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0
61,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0
62,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0
63,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0
64,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
68,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
71,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
73,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
75,2.0,2.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
76,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
77,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
79,2.0,1.0,,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0
80,8.0,1.0,0.2950850545859984,0.75,0.75,0.0,0.0,0.0,0.25,0.0,0.0,3.0
81,12.0,1.0,0.49594444270568466,0.75,0.75,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,3.0
82,10.0,1.0,0.30656851931681156,0.7,0.8,0.0,0.0,0.0,0.6,0.0,0.0,11.0
83,11.0,1.0,0.43031858376520776,0.8181818181818182,0.7272727272727273,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,3.0
84,10.0,1.0,0.2775209674128253,0.6,0.7,0.0,0.0,0.0,0.5,0.0,0.0,13.0
85,11.0,1.0,0.43567101107007394,0.7272727272727273,0.7272727272727273,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,3.0
86,11.0,1.0,0.39924487010566173,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,2.0
87,11.0,1.0,0.4090456846414418,0.8181818181818182,0.7272727272727273,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,3.0
88,11.0,1.0,0.3564816003199665,0.9090909090909091,1.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,10.0
89,8.0,1.0,0.025828996144580944,0.125,1.0,1.0,1.0,1.0,0.0,0.0,53.75,3.0
90,5.0,1.0,0.009860398675763547,0.6,0.8,0.0,0.0,0.0,0.8,0.0,0.0,3.0
91,12.0,1.0,0.5188589863234927,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,7.0
92,10.0,1.0,0.3511255550600594,0.8,1.0,0.0,0.0,0.0,0.6,0.0,0.0,9.0
93,114.0,3.0,0.3332587775201745,0.008771929824561403,1.0,1.0,1.0,,,,,
94,1187.0,23.0,0.35574732107022994,0.0008424599831508003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
95,93.0,3.0,0.3034778429609645,0.0967741935483871,0.5483870967741935,0.0,0.0,0.0,0.5483870967741935,0.0,0.0,3.0
96,48.0,2.0,0.3674018578942593,0.020833333333333332,1.0,0.0,0.0,0.0,0.0,0.5208333333333334,0.0,3.0
97,70.0,2.0,0.2574782653049681,0.22857142857142856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
98,10.0,1.0,0.30604464434886736,1.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,2.0
99,9.0,1.0,0.17423296536295219,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.0
100,12.0,1.0,0.31361006512734807,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,9.0
101,11.0,1.0,0.289466958538864,0.8181818181818182,1.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,3.0
102,10.0,1.0,0.31522883164335813,0.8,1.0,0.0,0.0,0.0,0.6,0.0,0.0,3.0
103,8.0,1.0,0.2744799340236575,0.875,0.75,0.25,0.25,1.0,0.625,0.0,14.25,10.0
104,7.0,1.0,0.41455455893419946,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,1.0,0.14285714285714285,0.0,24.285714285714285,10.0
105,9.0,1.0,0.37893748920686593,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.0,18.88888888888889,9.0
106,6.0,1.0,0.24534724550710152,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,19.0,3.0
107,8.0,1.0,0.4563626162339844,0.75,0.625,0.375,0.375,1.0,0.375,0.0,21.25,3.0
108,8.0,1.0,0.38668613541243646,0.625,0.625,0.375,0.375,1.0,0.375,0.0,21.25,2.0
109,9.0,1.0,0.2906715730680547,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,1.0,0.3333333333333333,0.0,12.666666666666666,3.0
110,8.0,1.0,0.3058347943390622,0.875,0.75,0.25,0.25,1.0,0.5,0.0,14.25,2.0
111,6.0,1.0,0.2928451183284373,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0
112,7.0,1.0,0.12535427779594102,0.7142857142857143,1.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,2.0
113,6.0,1.0,0.39649184894328865,1.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,3.0
114,8.0,1.0,0.26970005683752063,1.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0,3.0
115,7.0,1.0,0.3377729018360772,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,14.0
116,7.0,1.0,0.4409920706736005,1.0,1.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,12.0
117,9.0,1.0,0.3714786744801095,1.0,1.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,3.0
118,7.0,1.0,0.29271797705907365,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
119,14.0,1.0,0.3086158316353522,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
120,13.0,1.0,0.29782735996413323,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
121,18.0,1.0,0.34362459578512816,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
